"PInumber","ISnum","LIB","Sample","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion Missing","Proportion Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Continent"
"PI609287",NA,"ISHQ","PI609287",NA,"CSM335","Gates",NA,NA,0.108433952440738,0.0210808958574389,1.228493,17,NA,"Guinea","Mali",NA,NA,NA,NA,"Africa"
"PI609291",NA,"ISHZ","PI609291",NA,"CSM388","Gates",NA,NA,0.108650167457796,0.0228467831634729,1.166388,17,NA,"Guinea","Mali",NA,NA,NA,NA,"Africa"
"PI609326",NA,"ISIH","PI609326",NA,"MALISOR84-7","Gates",NA,NA,0.0427734421849447,0.00657437740263597,0.960004,14,NA,"Caudatum","Mali",NA,NA,NA,NA,"Africa"
"PI609456",NA,"SAMEA12302588","PI609456",NA,"SAP-386","SAP",NA,NA,0.193927011833315,0.030416443340216,2.278661,10,NA,"Guinea","Mali",NA,NA,NA,NA,"Africa"
"PI609612",NA,"SRR8474587","SRR8474587",NA,"HAMBA BIBA","TERRA_new",NA,NA,0.43002377200505,0.0209159750041087,1.365356,9,"Cultivar","Bicolor","Mali",NA,NA,NA,NA,"Africa"
"PI609835",NA,"IPFC","PI609835",NA,"KINITERI ZIEMARI FING","Gates",NA,NA,0.111592821395221,0.0189952973330328,1.22413,7,NA,"Guinea","Mali",NA,12.3900003433228,-7.59000015258789,NA,"Africa"
"PI609882",NA,"IPFD","PI609882",NA,"SP3","Gates","remove","remove",0.998982954730587,0.0110153779038063,0.000674,NA,NA,"Guinea","Mali",NA,12.3900003433228,-7.59000015258789,NA,"Africa"
"PI609882",NA,"IZLL","PI609882",NA,"SP3","Gates","keep",NA,0.111569999161151,0.0217498846602701,1.231802,17,NA,"Guinea","Mali",NA,12.3900003433228,-7.59000015258789,NA,"Africa"
"PI609966",NA,"IPFE","PI609966",NA,"GADIABA BA","Gates",NA,NA,0.122137026301724,0.0187887304954856,1.085918,8,"Cultivar","Durra","Mali",NA,15.1499996185303,-10.2700004577637,NA,"Africa"
"PI610691",NA,"IPFF","PI610691",NA,"ER NIU XIN","Gates",NA,NA,0.113216694062129,0.0198815263253864,1.23015,15,"Cultivar",NA,"China","Shanxi Sheng",38.51666667,112.93333333,NA,"Asia"
"PI610702",NA,"IPFG","PI610702",NA,"XIANG GUAN DONG HUANG","Gates",NA,NA,0.116591112500719,0.0199375990660735,1.224154,15,"Cultivar",NA,"China","Shanxi Sheng",37.83333333,112.5,NA,"Asia"
"PI610726",NA,"IPFH","PI610726",NA,"CHANG GAN GAOLIANG","Gates","remove",NA,0.489859011004171,0.0101166208967426,0.680405,15,"Cultivar",NA,"China","Shanxi Sheng",39.43333333,111.48333333,NA,"Asia"
"PI610726",NA,"IXQP","PI610726",NA,"CHANG GAN GAOLIANG","Gates","keep",NA,0.178268435782656,0.0209290207459461,1.238084,15,"Cultivar",NA,"China","Shanxi Sheng",39.43333333,111.48333333,NA,"Asia"
"PI610728","IS30403","JHIG","IS30403",NA,"GAOLIANG","Gates",NA,NA,0.103655481322442,0.0195836937923337,1.34449,1,"Landrace,Cultivated",NA,"China","Shanxi Sheng",37.029998,111.910003,NA,"Asia"
"PI610740",NA,"IPFI","PI610740",NA,"GAOLIANG","Gates",NA,NA,0.117902822483644,0.0192541602151276,1.213845,15,"Cultivar",NA,"China","Shanxi Sheng",37.2,112.18333333,NA,"Asia"
"PI612843","IS3905","IPFJ","PI612843",NA,"IS3905","Gates",NA,NA,0.112462811613273,0.0196563638046856,1.213245,17,"Landrace,Cultivated","Guinea","Mali",NA,12.65,-8,NA,"Africa"
"PI613536",NA,"SAMEA12302839","PI613536",NA,"KS 115","SAP",NA,NA,0.12801340494283,0.014002134266722,1.00355,9,"Breeding",NA,"United States","Kansas",NA,NA,NA,"Americas"
"PI619655",NA,"IPFK","PI619655",NA,"Tie sha mao","Gates",NA,NA,0.119122772111119,0.0189509406401894,1.221351,15,"Landrace",NA,"China",NA,36.1899986267091,113.099998474121,NA,"Asia"
"PI619807","IS31047","IDXU","PI619807",NA,"IS31047","BAP",NA,NA,0.150429331146318,0.0117061450986603,0.94488,5,"Landrace","Guinea-caudatum","Uganda",NA,3.349999,33.330001,NA,"Africa"
"PI619838","IS31083","IEBA","PI619838",NA,"IS31083","BAP",NA,NA,0.125797291142242,0.0160966687039975,1.155841,19,"Landrace","Caudatum","Uganda",NA,2.619999,31.930001,NA,"Africa"
"PI619860","IS31123","IPFL","PI619860",NA,"IS31123","Gates","remove","remove",0.714512930403972,0.00795460572186107,0.343936,NA,"Landrace",NA,"Uganda",NA,3.029999,30.976293,1100,"Africa"
"PI619860","IS31123","IXQQ","PI619860",NA,"IS31123","Gates","keep",NA,0.181284547919412,0.0182530706242563,1.131059,1,"Landrace",NA,"Uganda",NA,3.029999,30.976293,1100,"Africa"
"PI619900","IS31179","IPFM","PI619900",NA,"IS31179","Gates",NA,NA,0.10004751627956,0.0162723694430418,1.038729,5,"Landrace",NA,"Uganda",NA,1.049999,34.299999,1280,"Africa"
"PI619909","IS31195","IPFN","PI619909",NA,"IS31195","Gates",NA,NA,0.0938958011110241,0.0148524338768486,1.066839,1,"Landrace",NA,"Uganda",NA,1.700001,34.069999,1290,"Africa"
"PI619915",NA,"IPFP","PI619915",NA,"Omubere","Gates",NA,NA,0.104564571601293,0.0190776024270602,1.19069,1,"Landrace",NA,"Uganda",NA,0.589999973773956,33.0900001525879,NA,"Africa"
"PI620001",NA,"IPFQ","PI620001",NA,"Ntuku","Gates",NA,NA,0.10352218061871,0.0163770132668782,1.17983,1,"Landrace",NA,"Uganda",NA,-0.990000009536743,29.9300003051758,NA,"Africa"
"PI620072","IS31384","IDWE","PI620072;3882-JG-0005",NA,"IS31384","BAP",NA,NA,0.169973399479914,0.0132396387407812,1.042967,1,"Landrace","Caudatum","Uganda",NA,-0.019999,29.770637,NA,"Africa"
"PI620119","IS31434","JHHP","PI620119",NA,"IS31434","Gates",NA,NA,0.101366963083026,0.0183103088209436,1.097569,1,"Landrace","Guinea-caudatum","Uganda",NA,0.456108,31.034803,NA,"Africa"
"PI620157","IS31475","IFKM","PI620157",NA,"IS31475","BAP",NA,NA,0.111343551574991,0.0179147378455601,1.136699,1,"Landrace","Caudatum","Uganda",NA,0.449999,30.200001,NA,"Africa"
"PI620331",NA,"IQTS","PI620331",NA,"Binora","Gates",NA,NA,0.120152573428736,0.0236783602256951,1.224135,7,"Landrace",NA,"India","Bihar",24.8299999237061,85.4100036621094,NA,"Asia"
"PI620509","IS32986","IQTT","PI620509",NA,"IS32986","Gates",NA,NA,0.108809451677108,0.0199530069409231,1.278198,7,"Landrace",NA,"Tanzania","Singida",-4.820001,34.740001,1500,"Africa"
"PI620520","IS32997","JHHQ","PI620520",NA,"IS32997","Gates",NA,NA,0.108274141341174,0.0220086777248096,1.179355,5,"Landrace","Guinea","Tanzania","Tabora",-4.889999,33.110001,NA,"Africa"
"PI620578","IS33062","JBPT","PI620578",NA,"IS33062","Gates",NA,NA,0.0976425575044733,0.0185008975819298,1.094356,7,"Landrace","Caudatum-bicolor","Tanzania","Mwanza",-2.829999,33.080001,NA,"Africa"
"PI620599","IS33353","IQTU","PI620599",NA,"IS33353","Gates",NA,NA,0.0987211923022795,0.0157607503058031,1.108543,1,"Landrace",NA,"Kenya",NA,NA,NA,NA,"Africa"
"PI629034",NA,"SAMEA12302830","PI629034",NA,"RTx437","SAP",NA,NA,0.0902601887201871,0.0154661786809248,1.078965,9,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI629040",NA,"SAMEA12302520","PI629040",NA,"Tx2917","SAP",NA,NA,0.1134984363442,0.0199026095158094,1.162201,8,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI629059",NA,"IFLY","PI629059",NA,"BTx2928","BAP","keep",NA,0.0691235277683224,0.00955436411943898,1.033469,9,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI629059",NA,"SAMEA12302744","PI629059",NA,"BTx2928","SAP","remove",NA,0.096678533026726,0.00903764482477328,1.00187,9,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI63715",NA,"IFLE","PI63715",NA,"SUMAC","BAP",NA,NA,0.0782444072701156,0.0121434507526656,1.214888,16,NA,"Kafir","China",NA,NA,NA,NA,"Asia"
"PI641807",NA,"JBPU","PI641807",NA,"ATLAS","Gates",NA,NA,0.0812213638849931,0.0142004610294312,1.149947,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641810",NA,"IFIW","PI641810",NA,"COLMAN (Y)","BAP",NA,NA,0.0907848505289254,0.0140668534593805,1.194393,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641815",NA,"IFJA","PI641815",NA,"EARLY FOLGER","BAP",NA,NA,0.0961883402786781,0.0150858877797157,1.207349,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641817",NA,"IFJB","PI641817",NA,"EARLY SUMAC","BAP",NA,NA,0.105632225105428,0.014032208210278,1.203315,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641821",NA,"IFEF","PI641821",NA,"HONEY DRIP","BAP",NA,NA,0.0998223720287593,0.0166387372550175,1.186117,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641824",NA,"ISKN","PI641824",NA,"KANSAS ORANGE","BAP","keep",NA,0.098938987960093,0.0179670957725824,1.194882,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641824",NA,"SAMEA12302747","PI641824",NA,"KANSAS ORANGE","SAP","remove",NA,0.10793011626722,0.01811908910946,1.173869,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641825",NA,"JBPW","PI641825",NA,"LEOTI","Gates",NA,NA,0.109826524677061,0.0209041602811889,1.311769,15,NA,NA,NA,NA,NA,NA,NA,NA
"PI641829",NA,"IFKQ","PI641829",NA,"MCLEAN","BAP",NA,NA,0.0877088126961502,0.0136590716839397,1.120938,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641830",NA,"IFKR","PI641830",NA,"MINNESOTA AMBER","BAP",NA,NA,0.104998249509689,0.0172916152400427,1.307234,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641834",NA,"ISKU","PI641834",NA,"PLANTER","BAP",NA,NA,0.0863496834905539,0.014464977720121,1.168062,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641835",NA,"IFLA","PI641835",NA,"REX","BAP",NA,NA,0.0772400625878278,0.012645410591783,1.183806,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641836",NA,"SAMEA12302705","PI641836",NA,"ROX ORANGE","SAP",NA,NA,0.080251210958,0.013228246082896,1.190734,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641846","IS601","JHIJ","IS601",NA,"MN 4513;ISABELA NO 10000;Black amber","Gates",NA,NA,0.0796986522264504,0.0127898979145206,1.072456,9,"Landrace",NA,"United States",NA,NA,NA,NA,"Americas"
"PI641849",NA,"SAMEA12302751","PI641849",NA,"WACONIA","SAP",NA,NA,0.124241829716462,0.0205535923498306,1.287441,15,NA,NA,NA,NA,NA,NA,NA,NA
"PI641850",NA,"IFGU","PI641850",NA,"WHITE AFRICAN","BAP",NA,NA,0.0841204531447472,0.0136796755947938,1.191862,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641860",NA,"IFDW","PI641860",NA,"COLLIER","BAP",NA,NA,0.0832177686205374,0.0136321473841409,1.204372,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641862",NA,"IFIU","PI641862",NA,"COLLIER","BAP",NA,NA,0.102213770569994,0.0175946455083543,1.269941,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641874",NA,"SAMEA12302498","PI641874",NA,"DAY MILO","SAP",NA,NA,0.148254785424551,0.0177924764661871,1.218016,8,NA,NA,NA,NA,NA,NA,NA,NA
"PI641892",NA,"IFGQ","PI641892",NA,"SAPLING","BAP",NA,NA,0.0771271438306829,0.0131135145419693,1.199274,16,NA,NA,NA,NA,NA,NA,NA,NA
"PI641909",NA,"IFLB","PI641909",NA,"Red Losinga","BAP",NA,NA,0.106362425673488,0.0165143066469661,1.012141,5,NA,NA,"Sudan",NA,12.862853,30.217682,NA,"Africa"
"PI642791",NA,"SAMEA12302552","PI642791",NA,"BTx640","SAP",NA,NA,0.155776749745052,0.0085516894420143,1.029576,14,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI642793",NA,"ISIQ","PI642793",NA,"BTx641","Gates","keep",NA,0.0852529961114851,0.0152725366962107,1.139417,9,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI642793",NA,"SAMEA12302767","PI642793",NA,"BTx641","SAP","remove",NA,0.204871423886948,0.00930116738899726,0.922893,14,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI642992",NA,"SAMEA12302612","PI642992",NA,"Standard Early Hegari","SAP",NA,NA,0.103151728340542,0.0184322408672167,1.140516,5,NA,NA,NA,NA,NA,NA,NA,NA
"PI642998",NA,"JBPX","PI642998",NA,"Black Spanish","Gates","keep",NA,0.139540796129926,0.026780044241412,1.614689,3,NA,NA,NA,NA,NA,NA,NA,NA
"PI642998",NA,"SAMEA12302501","PI642998",NA,"Black Spanish","SAP","remove",NA,0.161210659896718,0.0226350595769518,1.543242,3,NA,NA,NA,NA,NA,NA,NA,NA
"PI643008",NA,"IFKU","PI643008",NA,"MN 2751","BAP",NA,NA,0.119389040752108,0.0162144171945092,1.049871,19,NA,NA,NA,NA,NA,NA,NA,NA
"PI643016",NA,"IFKW","PI643016",NA,"MN 2761","BAP",NA,NA,0.133451225100575,0.019288616811019,1.160383,18,NA,NA,NA,NA,NA,NA,NA,NA
"PI643503","IS35","IQTW","PI643503",NA,"IS35","Gates",NA,NA,0.138360417982423,0.0247257768402379,1.612957,3,"Landrace",NA,"United States",NA,36.11561,-97.05837,NA,"Americas"
"PI643580","IS2221","IZKS","PI643580",NA,"IS2221","Gates",NA,NA,0.0807963656354834,0.0158590485656909,1.142848,16,"Breeding",NA,"United States","Nebraska",40.808889,-96.680278,NA,"Americas"
"PI643678","IS815","JHIP","IS815",NA,NA,"Gates",NA,NA,0.101241593313612,0.019598759275528,1.159075,7,"Breeding",NA,"United States",NA,NA,NA,NA,"Americas"
"PI643741","IS378","JHGU","IS378",NA,NA,"Gates",NA,NA,0.122045792826525,0.0280242457152502,1.272432,8,"Breeding",NA,"United States",NA,NA,NA,NA,"Americas"
"PI643756","IS13","IQTY","PI643756",NA,"ISABELA NO 9881","Gates",NA,NA,0.132472337053616,0.0246784662556626,1.553579,3,"Landrace",NA,"United States",NA,NA,NA,NA,"Americas"
"PI643769","IS152","JHHT","IS152",NA,"ISABELA NO 9919","Gates",NA,NA,0.0630370348288644,0.0106346827284828,1.141761,16,"Breeding",NA,"United States",NA,NA,NA,NA,"Americas"
"PI644283","IS3147","IQTZ","PI644283",NA,"IS3147","Gates",NA,NA,0.109480835770732,0.020641696099694,1.312986,15,"Landrace",NA,"South Africa",NA,NA,NA,NA,"Africa"
"PI644295","IS3922","JHHW","IS3922",NA,NA,"Gates",NA,NA,0.109879101780093,0.0189089427535284,1.209844,8,"Breeding",NA,"United States","California",NA,NA,NA,"Americas"
"PI644384","IS4112","IQUA","PI644384",NA,"IS4112","Gates",NA,NA,0.0927205531133423,0.0190662552400155,1.155862,16,"Landrace",NA,"India","Rajasthan",26.159999,75.779998,289,"Asia"
"PI644442","IS4776","IXQR","PI644442",NA,"IS4776","Gates",NA,NA,0.198572875511368,0.0246872686460633,1.220338,2,"Landrace",NA,"India","Gujarat",21.522184,70.457877,170,"Asia"
"PI644578","IS3675","IQUC","PI644578",NA,"IS3675","Gates",NA,NA,0.0940311816052239,0.0152862361555261,1.140019,9,"Breeding",NA,"United States","Texas",33.576698,-101.855072,NA,"Americas"
"PI644605","IS3971","IQUD","PI644605",NA,"IS3971","Gates",NA,NA,0.12095343141163,0.0245288392428115,1.22403,2,"Landrace",NA,"India",NA,19.259167,76.783056,420,"Asia"
"PI644617","IS4027","IQUE","PI644617",NA,"IS4027","Gates",NA,NA,0.119836694852449,0.0224070021743956,1.220722,2,"Landrace",NA,"India",NA,26.926237,75.823501,431,"Asia"
"PI644693","IS4726","IQUF","PI644693",NA,"IS4726","Gates",NA,NA,0.121824253545869,0.0226435487406113,1.191235,2,"Landrace",NA,"India","Gujarat",22.720132,71.649536,68,"Asia"
"PI646200","IS24699","JBPY","PI646200",NA,"IS24699","Gates",NA,NA,0.118083570140587,0.0202120078011324,1.21286,20,"Landrace","Durra-caudatum","Nigeria",NA,11.310001,7.329999,NA,"Africa"
"PI646209","IS24734","JBPZ","PI646209",NA,"IS24734","Gates",NA,NA,0.118316950361641,0.0204318593258069,1.251705,20,"Landrace","Durra-caudatum","Nigeria",NA,11.390001,9.260002,NA,"Africa"
"PI646211","IS24753","JBQA","PI646211",NA,"IS24753","Gates",NA,NA,0.121521269670485,0.0259957769642938,1.350628,20,"Landrace","Durra-caudatum","Nigeria",NA,10.689999,8.949999,NA,"Africa"
"PI646231","IS30898","IQUG","PI646231",NA,"IS30898","Gates",NA,NA,0.102842782399149,0.01298776564957,0.988221,5,"Landrace",NA,"Uganda",NA,1.860001,33.75,1070,"Africa"
"PI646239","IS30958","JBQB","PI646239",NA,"IS30958","Gates",NA,NA,0.103915122364472,0.0195696863106551,1.206489,1,"Landrace","Caudatum","Uganda",NA,1.471023,32.299999,NA,"Africa"
"PI646242","IS30975","IFKJ","PI646242",NA,"IS30975","BAP",NA,NA,0.112179100462892,0.018848608123976,1.104278,1,"Landrace",NA,"Uganda",NA,2.218353,33.398325,NA,"Africa"
"PI646245","IS31006","JBQC","PI646245",NA,"IS31006","Gates",NA,NA,0.0967446703636098,0.0166656719651103,1.019996,5,"Landrace","Guinea-caudatum","Uganda",NA,2.730001,33.479999,NA,"Africa"
"PI646251","IS31059","IFKK","PI646251",NA,"IS31059","BAP",NA,NA,0.108088596300885,0.0183507973803976,1.199565,1,"Landrace","Caudatum","Uganda",NA,2.779999,32.299999,NA,"Africa"
"PI646266","IS31113","IFKL","PI646266",NA,"IS31113","BAP",NA,NA,0.106719123604027,0.0236515554083129,1.075711,1,"Landrace","Caudatum","Uganda",NA,3.029999,30.976293,NA,"Africa"
"PI646296","IS31256","JBQD","PI646296",NA,"IS31256","Gates",NA,NA,0.0962778544604226,0.0172738279646479,1.074792,1,"Landrace","Caudatum","Uganda",NA,1.220002,33.400001,NA,"Africa"
"PI646391","IS33037","JBQE","PI646391",NA,"IS33037","Gates",NA,NA,0.0988075729330522,0.0171917558616259,1.021386,5,"Landrace","Guinea-caudatum","Tanzania",NA,-1.7,34.279998,NA,"Africa"
"PI646459","IS33423","IZKT","PI646459",NA,"IS33423","Gates",NA,NA,0.0956749647995463,0.0169419614923836,1.048931,5,"Landrace",NA,"Kenya",NA,NA,NA,NA,"Africa"
"PI647018","IS39662","JBQF","PI647018",NA,"IS39662","Gates",NA,NA,0.115952921862965,0.0193183738385201,1.20179,20,"Landrace","Durra-caudatum","Nigeria",NA,11.770001,8.43,NA,"Africa"
"PI647707","IS6745","IQUI","PI647707",NA,"IS6745","Gates",NA,NA,0.106153753363195,0.0204171278876987,1.174848,17,"Landrace",NA,"Burkina Faso",NA,NA,NA,NA,"Africa"
"PI647735","IS3957","IXQS","PI647735",NA,"IS3957","Gates",NA,NA,0.181462162025383,0.0206040750185339,1.249897,7,"Landrace",NA,"Nepal",NA,NA,NA,NA,"Asia"
"PI647743",NA,"SRR8474588","SRR8474588",NA,"Dawa U.A.R. busari","TERRA_new",NA,"remove",0.782791148134463,0.0131315095331335,0.258956,NA,NA,"Durra","Egypt",NA,NA,NA,NA,"Africa"
"PI647745","IS6710","SRR8474585","SRR8474585",NA,"No. 15-S-50-16; NSL 54430","TERRA_new",NA,"remove",0.641936229464669,0.010336150450572,0.407524,NA,"Breeding","Durra","Senegal",NA,NA,NA,NA,"Africa"
"PI647769","IS10234","IQUK","PI647769",NA,"IS10234","Gates",NA,NA,0.100071114968737,0.0187825466707966,1.083145,5,"Landrace",NA,"Central African Republic",NA,NA,NA,NA,"Africa"
"PI647808",NA,"IQUL","PI647808",NA,"74L 12164","Gates",NA,NA,0.110842654838667,0.0230150817460175,1.18568,7,NA,NA,"Pakistan",NA,NA,NA,NA,"Asia"
"PI647828",NA,"IQUM","PI647828",NA,"HD-042","Gates",NA,NA,0.0991528458812869,0.0186955557302647,1.157724,7,NA,NA,"Eswatini",NA,NA,NA,NA,"Africa"
"PI647829",NA,"IXQT","PI647829",NA,"HD-051","Gates",NA,NA,0.131928763016889,0.0180575526951218,1.182307,7,NA,NA,"South Africa",NA,NA,NA,NA,"Africa"
"PI651094","IS8372","BAWXN","Double_Yellow_Milo",NA,"Double_Yellow_Milo","Mullet",NA,"remove",0.770647085208322,0.00839002898158213,0.261258,NA,"Breeding",NA,"United States","California",40.6765,-95.8587,NA,"Americas"
"PI651102","IS1201","SRR8474586","SRR8474586",NA,"AS 9117; NSL 50453","TERRA_new",NA,"remove",0.810809364325909,0.0119157811729338,0.163307,NA,"Landrace","Kafir","Tanzania",NA,NA,NA,NA,"Africa"
"PI651104","IS6718","IZLE","PI651104",NA,"IS6718","Gates",NA,NA,0.119392091111461,0.0227120085572792,1.359959,4,"Landrace",NA,"Burkina Faso",NA,11.116667,-4.416667,NA,"Africa"
"PI651113","IS7271","SRR8474578","SRR8474578",NA,"AD 7; NSL 50564","TERRA_new",NA,"remove",0.929575188931632,0.00896121139764657,0.024464,NA,"Landrace","Guinea","Nigeria",NA,10.26,13.27,NA,"Africa"
"PI651116","IS7361","SRR8474579","SRR8474579",NA,"BA 2; NSL 50569","TERRA_new",NA,"remove",0.950937798319945,0.0114800186293838,0.023972,NA,"Landrace","Guinea","Nigeria",NA,11.949999,10.63,NA,"Africa"
"PI651124","IS7416","SRR8474602","SRR8474602",NA,"BE 22; NSL 50594","TERRA_new",NA,NA,0.453432506986363,0.0175380980203499,0.819683,4,"Landrace","Guinea","Nigeria",NA,8.750515,8.308844,NA,"Africa"
"PI651131","IS7633","SRR8474601","SRR8474601",NA,"NG 60; NSL 50669","TERRA_new",NA,"remove",0.766290395596945,0.0124822642188223,0.300349,NA,"Landrace","Guinea","Nigeria",NA,9.300001,5.71,NA,"Africa"
"PI651141",NA,"SRR8474604","SRR8474604",NA,"Jana dawa","TERRA_new",NA,"remove",0.893108253787125,0.010851546362868,0.103891,NA,NA,"Guinea","Nigeria",NA,NA,NA,NA,"Africa"
"PI651145","IS7887","JBQG","PI651145",NA,"IS7887","Gates",NA,NA,0.113621559939908,0.0233174334573657,1.28258,4,"Landrace","Guinea","Nigeria",NA,10.699999,4.583333,NA,"Africa"
"PI651167","IS7273","SRR8474603","SRR8474603",NA,"AD 9; NSL 50932","TERRA_new",NA,"remove",0.858938599732539,0.0104744360028709,0.172372,NA,"Landrace","Guinea","Nigeria",NA,10.399999,11.199999,NA,"Africa"
"PI651168","IS7274","SRR8474606","SRR8474606",NA,"AD 10; NSL 50933","TERRA_new",NA,NA,0.49900229678194,0.014489799182925,0.513188,2,"Landrace","Durra","Nigeria",NA,10.26,13.27,NA,"Africa"
"PI651178","IS7735","SRR8474605","SRR8474605",NA,"ZA 18; NSL 50967","TERRA_new",NA,"remove",0.941031894973354,0.00831989947650282,0.018444,NA,"Landrace","Guinea","Nigeria",NA,10.979999,8.060158,NA,"Africa"
"PI651187","IS6392","SRR8474608","SRR8474608",NA,"NSL 50997","TERRA_new",NA,"remove",0.837331795212738,0.0114735159087976,0.16317,NA,"Landrace","Guinea","India","Karnataka",15.470001,75.019996,NA,"Asia"
"PI651205",NA,"IQUQ","PI651205",NA,"HD-208","Gates",NA,NA,0.11069928794907,0.0211470686569942,1.33075,1,NA,NA,NA,NA,5.38000011444092,37.9300003051758,NA,NA
"PI651491",NA,"IFDR","PI651491",NA,"BAILEY","BAP",NA,NA,0.0846849360083136,0.0135471438983789,1.100689,16,NA,NA,"Georgia",NA,NA,NA,NA,"Asia"
"PI651492",NA,"SAMEA12302822","PI651492",NA,"COWLEY","SAP",NA,NA,0.119659191668637,0.0160554995839509,1.019839,14,NA,NA,"United States","Texas",NA,NA,NA,"Americas"
"PI651493",NA,"ISLB","PI651493",NA,"RAMADA","BAP",NA,NA,0.101616038789479,0.0161503027016522,1.020581,5,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI651495",NA,"IFDX","PI651495",NA,"DALE","BAP",NA,NA,0.0911195026805033,0.014725082977541,1.19448,16,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI651496",NA,"IQUR","PI651496",NA,"RIO","Gates","keep",NA,0.0842240267100557,0.0153169678078991,1.059298,9,NA,NA,NA,NA,NA,NA,NA,NA
"PI651496",NA,"SAMEA12302684","PI651496",NA,"RIO","SAP","remove",NA,0.0857381696318702,0.014271587373212,1.048378,9,NA,NA,NA,NA,NA,NA,NA,NA
"PI651497",NA,"IFGT","PI651497",NA,"Theis","BAP",NA,NA,0.106139943554487,0.0174029243484893,1.063198,5,"Cultivar",NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI653411",NA,"IFHI","PI653411",NA,"M 81E","BAP",NA,NA,0.101812703776137,0.0173999401787426,1.049353,5,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI653616",NA,"IFMR","PI653616",NA,"WRAY","BAP","keep",NA,0.0901404205197674,0.016114356694524,1.085087,9,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI653616",NA,"SAMEA12302780","PI653616",NA,"WRAY","SAP","remove",NA,0.122767091891382,0.0128078232845668,1.044522,9,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI653617",NA,"ISLN","PI653617",NA,"KELLER","BAP","unresolved",NA,0.112371550407535,0.0211607289411641,1.252861,5,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI653617",NA,"SAMEA12302694","PI653617",NA,"KELLER","SAP","unresolved",NA,0.0708086571971496,0.0101788919982412,1.059206,9,NA,NA,"United States","Mississippi",NA,NA,NA,"Americas"
"PI655970",NA,"SAMEA12302706","PI655970",NA,"Standard Blackhull Kafir","SAP",NA,NA,0.069937779601831,0.009804534838498,1.122301,16,"Breeding",NA,"United States","Kansas",NA,NA,NA,"Americas"
"PI655971",NA,"SAMEA12302449","PI655971",NA,"STANDARD WHITE MILO","SAP",NA,NA,0.122300386910353,0.0218690012777159,1.18335,8,NA,NA,NA,NA,NA,NA,NA,NA
"PI655972",NA,"JBQH","PI655972",NA,"PINK KAFIR","Gates","keep",NA,0.0790048618568508,0.0132035099641533,1.150448,16,NA,NA,"United States","Kansas",NA,NA,NA,"Americas"
"PI655972",NA,"SAMEA12302715","PI655972",NA,"PINK KAFIR","SAP","remove",NA,0.0895871962552679,0.0130565325884694,1.143562,16,NA,NA,"United States","Kansas",NA,NA,NA,"Americas"
"PI655973",NA,"ISIZ","PI655973",NA,"SPUR FETERITA","Gates","keep",NA,0.111179303589094,0.0196585229550982,1.039452,19,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI655973",NA,"SAMEA12302665","PI655973",NA,"SPUR FETERITA","SAP","remove",NA,0.111791871208282,0.017955125891189,1.024831,19,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI655974",NA,"SAMEA12302707","PI655974",NA,"TEXAS BLACKHULL KAFIR","SAP",NA,NA,0.0730031689074098,0.0104430218625689,1.123266,16,NA,NA,"United States","Texas",NA,NA,NA,"Americas"
"PI655975",NA,"SAMEA12302729","PI655975",NA,"WHEATLAND","SAP",NA,NA,0.209199440120406,0.00857472000520666,0.977287,16,NA,NA,"United States",NA,NA,NA,NA,"Americas"
