"PInumber","ISnum","LIB","Sample","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion Missing","Proportion Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Continent"
NA,NA,"BATGA","R.07008",NA,NA,"Mullet",NA,"remove",0.776418365104444,0.00996037283027293,0.307548,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGC","R.07030",NA,NA,"Mullet",NA,"remove",0.763887627534485,0.00867505820935402,0.294933,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGG","R.07031",NA,NA,"Mullet",NA,"remove",0.77672645139911,0.00875844869428706,0.281545,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGH","R.07036",NA,NA,"Mullet",NA,"remove",0.772240870239793,0.0088182624856087,0.288002,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGN","R.07039",NA,NA,"Mullet",NA,"remove",0.773775533760892,0.00964445251836429,0.301094,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGO","R.07040",NA,NA,"Mullet",NA,"remove",0.770396789358128,0.00935481985304952,0.27968,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGP","R.07049",NA,NA,"Mullet",NA,"remove",0.781457863791749,0.0101494508445018,0.252353,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGS","R.07070",NA,NA,"Mullet",NA,"remove",0.77059905591378,0.00808800046225435,0.298922,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGT","R.08002",NA,NA,"Mullet",NA,"remove",0.786942437639216,0.0100055472126103,0.270336,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGU","R.08005",NA,NA,"Mullet",NA,"remove",0.781357174202556,0.00943528799994927,0.27882,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGW","R.08009",NA,NA,"Mullet",NA,"remove",0.787226703400388,0.00901199248731279,0.245032,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGY","R.08011",NA,NA,"Mullet",NA,"remove",0.787843125564576,0.0108266504658815,0.251804,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATGZ","R.08016",NA,NA,"Mullet",NA,"remove",0.781137576059671,0.0089808398360513,0.286255,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHA","R.08021",NA,NA,"Mullet",NA,"remove",0.787500181981666,0.00907069988679405,0.271766,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHB","R.09007",NA,NA,"Mullet",NA,"remove",0.798132209506999,0.00812720993678241,0.276461,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHC","R.09009",NA,NA,"Mullet",NA,"remove",0.806142397707239,0.0156688212243529,0.302666,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHG","R.09012",NA,NA,"Mullet",NA,"remove",0.787118249260115,0.00762479356627594,0.283442,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHH","R.09013",NA,NA,"Mullet",NA,"remove",0.779909362731403,0.00807571351533875,0.277927,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHN","R.09018",NA,NA,"Mullet",NA,"remove",0.784968771946122,0.00628360147020154,0.26548,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHO","R.09031",NA,NA,"Mullet",NA,"remove",0.794774540314312,0.00791289799264989,0.259329,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHP","R.09044",NA,NA,"Mullet",NA,"remove",0.782318120590411,0.0123104799973809,0.266992,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHS","R.09046",NA,NA,"Mullet",NA,"remove",0.787093985037987,0.00840736509616911,0.234582,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHT","R.09056",NA,NA,"Mullet",NA,"remove",0.785172119992818,0.00793444876182687,0.302566,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHU","R.09062",NA,NA,"Mullet",NA,"remove",0.801216511040568,0.0118975011983155,0.281695,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHW","R.09063",NA,NA,"Mullet",NA,"remove",0.788086571971496,0.00832844906337826,0.246371,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHX","R.09068",NA,NA,"Mullet",NA,"remove",0.795846852549095,0.00726226030228335,0.250292,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATHZ","R.09074",NA,NA,"Mullet",NA,"remove",0.78757280826481,0.0130580546253031,0.249914,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNA","R.09082",NA,NA,"Mullet",NA,"remove",0.774444560758652,0.00786861979377976,0.279323,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNB","R.09086",NA,NA,"Mullet",NA,"remove",0.777171110601177,0.014859800348578,0.260119,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNC","R.09091",NA,NA,"Mullet",NA,"remove",0.777908687492764,0.00931937404192607,0.262288,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNG","R.09094",NA,NA,"Mullet",NA,"remove",0.776195272913571,0.00784232336868138,0.273188,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNH","R.09106",NA,NA,"Mullet",NA,"remove",0.76881911577015,0.00935023484743164,0.333518,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNN","R.09107",NA,NA,"Mullet",NA,"remove",0.773532808348002,0.00950040205923881,0.269319,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNO","R.09108",NA,NA,"Mullet",NA,"remove",0.768044158111218,0.00928623902895942,0.278842,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNP","R.10010",NA,NA,"Mullet",NA,"remove",0.768033232278625,0.00893182797094906,0.280115,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNS","R.10011",NA,NA,"Mullet",NA,"remove",0.769136491795573,0.00800721276157191,0.263329,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNT","R.10012",NA,NA,"Mullet",NA,"remove",0.784101859817963,0.0101604596090744,0.255653,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNU","R.10026",NA,NA,"Mullet",NA,"remove",0.770416893999319,0.0101325378173469,0.247853,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNW","R.10034",NA,NA,"Mullet",NA,"remove",0.795023394176448,0.00939726137108941,0.248823,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNX","R.10036",NA,NA,"Mullet",NA,"remove",0.780268722793741,0.00690110718328237,0.263849,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATNZ","R.10067",NA,NA,"Mullet",NA,"remove",0.78049719470929,0.00806815738415036,0.256239,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOA","R.10077",NA,NA,"Mullet",NA,"remove",0.784939571687951,0.0084758110644452,0.230403,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOB","R.10080",NA,NA,"Mullet",NA,"remove",0.795036843488141,0.00853280023400665,0.254936,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOC","R.10089",NA,NA,"Mullet",NA,"remove",0.793946534133175,0.00866112262586903,0.27541,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOG","R.10119",NA,NA,"Mullet",NA,"remove",0.779437000720301,0.00878297828684022,0.285767,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOH","R.10135",NA,NA,"Mullet",NA,"remove",0.791520777453408,0.013269953313611,0.217835,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATON","R.11403",NA,NA,"Mullet",NA,"remove",0.774002397305146,0.00939339046621298,0.265049,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOO","R.11404",NA,NA,"Mullet",NA,"remove",0.78172660045076,0.00911166593065275,0.273967,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOP","R.11407",NA,NA,"Mullet",NA,"remove",0.785134073692522,0.00905947717901231,0.26388,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOS","R.11408",NA,NA,"Mullet",NA,"remove",0.788227692687387,0.00813024844208103,0.228981,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOT","R.11411",NA,NA,"Mullet",NA,"remove",0.769864917609101,0.0107249376308595,0.27722,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOU","R.11420",NA,NA,"Mullet",NA,"remove",0.777958907499932,0.00937406020859498,0.248854,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOW","R.11421",NA,NA,"Mullet",NA,"remove",0.783961155060165,0.007581013489637,0.225848,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOX","R.11424",NA,NA,"Mullet",NA,"remove",0.781425030832894,0.00779829951473611,0.246495,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATOZ","R.11429",NA,NA,"Mullet",NA,"remove",0.787318297372601,0.00863736546858343,0.243751,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPA","R.11433",NA,NA,"Mullet",NA,"remove",0.774429114848109,0.0105435137382851,0.245863,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPB","R.11434",NA,NA,"Mullet",NA,"remove",0.776536136706014,0.00845552152206833,0.241378,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPC","R.11436",NA,NA,"Mullet",NA,"remove",0.764764078968258,0.0107922756305937,0.336212,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPG","R.11437",NA,NA,"Mullet",NA,"remove",0.771016095498432,0.00800572766720238,0.261035,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPH","R.11438",NA,NA,"Mullet",NA,"remove",0.765252496961773,0.0100232643687068,0.272026,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPN","R.11442",NA,NA,"Mullet",NA,"remove",0.767614722975376,0.00755788609734871,0.26103,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPO","R.11444",NA,NA,"Mullet",NA,"remove",0.776720156566626,0.00711471159063594,0.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPP","R.11445",NA,NA,"Mullet",NA,"remove",0.777487821093651,0.00779017268513141,0.250995,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPT","R.11450",NA,NA,"Mullet",NA,"remove",0.770244188198853,0.0072889342919308,0.264094,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPU","R.11452",NA,NA,"Mullet",NA,"remove",0.787112425846804,0.0139025516190683,0.180416,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPW","R.11453",NA,NA,"Mullet",NA,"remove",0.778957678343766,0.00769456682087833,0.226372,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPX","R.11454",NA,NA,"Mullet",NA,"remove",0.76774852282882,0.00747543728603741,0.262401,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPY","R.11457",NA,NA,"Mullet",NA,"remove",0.772999161844441,0.00632644881456046,0.236497,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATPZ","R.11458",NA,NA,"Mullet",NA,"remove",0.769590191153542,0.00909243757554415,0.244933,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSA","R.11459",NA,NA,"Mullet",NA,"remove",0.773879495553755,0.0076804544403777,0.247216,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSB","R.11461",NA,NA,"Mullet",NA,"remove",0.771292263942049,0.00856925925710372,0.238805,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSC","R.11462",NA,NA,"Mullet",NA,"remove",0.774330754624241,0.00959555818357784,0.210989,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSH","R.11471",NA,NA,"Mullet",NA,"remove",0.763656687600913,0.00678704654415605,0.223297,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSN","R.11472",NA,NA,"Mullet",NA,"remove",0.765368244233954,0.0114383039999849,0.281344,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSO","R.11473",NA,NA,"Mullet",NA,"remove",0.765832037508328,0.0097838723311181,0.269928,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSP","R.11477",NA,NA,"Mullet",NA,"remove",0.761897240326028,0.00940113792889394,0.249675,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSS","R.11479",NA,NA,"Mullet",NA,"remove",0.76236441672623,0.00875610044700631,0.245951,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATST","R.11481",NA,NA,"Mullet",NA,"remove",0.768034369230748,0.00822045411182897,0.233824,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSU","R.11483",NA,NA,"Mullet",NA,"remove",0.758010943857443,0.00760240766974322,0.246628,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSW","R.11484",NA,NA,"Mullet",NA,"remove",0.76922129178559,0.00657543582899974,0.227049,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSX","R.11485",NA,NA,"Mullet",NA,"remove",0.765603815167635,0.00857235440253734,0.275819,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATSY","R.11488",NA,NA,"Mullet",NA,"remove",0.762627246780311,0.00684908462360175,0.231573,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWC","R.07007",NA,NA,"Mullet",NA,"remove",0.755918286419038,0.0100362307726391,0.26358,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWG","R.07014",NA,NA,"Mullet",NA,"remove",0.754182576486028,0.00744429861936971,0.244215,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWH","R.07018",NA,NA,"Mullet",NA,"remove",0.752906444785376,0.00899453578528124,0.290304,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWN","R.07019",NA,NA,"Mullet",NA,"remove",0.777307184358866,0.00893109081042284,0.203032,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWO","R.07020",NA,NA,"Mullet",NA,"remove",0.779285370129911,0.00887117423700841,0.257167,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWS","Tx2909",NA,NA,"Mullet",NA,"remove",0.779243441554075,0.00844038531931694,0.256121,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWW","BTx645",NA,NA,"Mullet",NA,"remove",0.802011989298785,0.00219014497787725,0.213968,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWWZ","R.11490",NA,NA,"Mullet",NA,"remove",0.763654857385301,0.00574099085066982,0.270705,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWXB","R.11492",NA,NA,"Mullet",NA,"remove",0.776916239211954,0.0138245124489477,0.234519,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWXC","R.11493",NA,NA,"Mullet",NA,"remove",0.773583582965961,0.00934649834241206,0.270422,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWXG","R.11496",NA,NA,"Mullet",NA,"remove",0.7535166553087,0.00843965404348712,0.294241,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWXH","R.11497",NA,NA,"Mullet",NA,"remove",0.771688699735797,0.00982569613205448,0.24039,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWXO","Dwarf_Milo",NA,NA,"Mullet",NA,"remove",0.767427514102712,0.00890737333298994,0.260866,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BAWXS","Standard_Milo",NA,NA,"Mullet",NA,"remove",0.76647488687673,0.0084279899895799,0.272387,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IDMM","Juar",NA,NA,"BAP",NA,NA,0.123816193664542,0.0177608495209367,1.221737,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISGC","00KOF5DT19",NA,NA,"Gates",NA,NA,0.0759635426596222,0.0136168983240761,1.028026,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISGK","02-SB-F4DT-275",NA,NA,"Gates",NA,NA,0.104839630823327,0.0148702618275972,1.030632,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISHC","98-BE-F5P-84",NA,NA,"Gates",NA,NA,0.121917095392363,0.0189358017457411,1.161233,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISHJ","RTAM2566",NA,NA,"Gates",NA,NA,0.0902512872169838,0.014958601194925,0.996618,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISHK","98-SB-F2-78",NA,NA,"Gates",NA,NA,0.102461126982994,0.0183183254532063,1.056667,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISHS","Ribdahu",NA,NA,"Gates",NA,NA,0.0979440162001812,0.0177479194624765,1.015924,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISHT","BBI_G_5_34",NA,NA,"Gates",NA,NA,0.12094364253116,0.0219730720600486,1.361577,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISHU","Keninkeni",NA,NA,"Gates",NA,NA,0.103179237035799,0.0208850221911845,1.179254,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISIC","CIR8-703",NA,NA,"Gates",NA,NA,0.100861158041198,0.01856626072835,1.061781,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISID","L2P9",NA,NA,"Gates",NA,NA,0.121222362184418,0.0271556041571118,1.201911,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISIK","CIRAD_406",NA,NA,"Gates",NA,NA,0.0979097412532679,0.0174260395683199,1.049988,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISIL","Lata3",NA,NA,"Gates",NA,NA,0.105450895107154,0.0212834545401903,1.196404,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISIS","SC0999",NA,NA,"Gates",NA,NA,0.115196266360152,0.0226648566255981,1.563026,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISIT","Doua-G",NA,NA,"Gates",NA,NA,0.0696453056009451,0.0567478403686362,0.622608,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISIU","Lina-3",NA,NA,"Gates",NA,NA,0.107836331582381,0.0211093264318922,1.164122,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISJB","SC1015",NA,NA,"Gates",NA,NA,0.110871910557918,0.0196362570512049,1.219686,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISJC","G03-1-118",NA,NA,"Gates",NA,NA,0.115990968163261,0.0244551059542036,1.281998,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISJJ","SC1082",NA,NA,"Gates",NA,NA,0.0982670492556777,0.0177295523958732,1.450172,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISJK","Gnossiconi",NA,NA,"Gates",NA,NA,0.103475177354132,0.0203959662940835,1.197076,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISJS","SSV_20043",NA,NA,"Gates",NA,NA,0.107035279485709,0.0197449552879399,1.198446,19,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISKB","Sambalma",NA,NA,"Gates",NA,NA,0.124182652745011,0.0217630080662673,1.29533,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISQC","Acc220243",NA,NA,"Gates","keep",NA,0.130847965236996,0.0245374260746672,1.320266,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISQD","Acc220244",NA,NA,"Gates","remove",NA,0.121684907584511,0.0321618531448948,1.161359,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISQE","Acc220245",NA,NA,"Gates","keep",NA,0.128504873295698,0.021684225886761,1.177652,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISQF","Acc220246",NA,NA,"Gates","keep",NA,0.12674953014067,0.0246954572335609,1.224929,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISQG","Acc220247",NA,NA,"Gates","keep",NA,0.136632833097508,0.0255354535936793,1.28951,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISQH","Melkam",NA,NA,"Gates",NA,NA,0.0905744311946386,0.0153153714377557,1.123618,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISTL","Shanqui_Red_R1",NA,NA,"Stinga","remove",NA,0.116797455445689,0.0184480085592676,1.216706,15,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"ISTM","Shanqui_Red_R1",NA,NA,"Stinga","keep",NA,0.116107436429471,0.0187522018105035,1.218214,15,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEB","Acc15964",NA,NA,"Gates",NA,NA,0.116154273310812,0.0205075524317904,1.226292,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEC","Acc15965",NA,NA,"Gates",NA,NA,0.109402164229961,0.0222813838949129,1.223153,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUED","Acc17531",NA,NA,"Gates",NA,NA,0.106442428280159,0.0213213161956089,1.234501,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEE","Acc17536",NA,NA,"Gates",NA,NA,0.110659050936148,0.0223274975910339,1.239804,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEF","Acc19615",NA,NA,"Gates",NA,NA,0.131503764767379,0.0214381787486081,1.106971,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEG","Acc19622",NA,NA,"Gates",NA,NA,0.124534941519758,0.0225239567532023,1.16528,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEH","Acc19627",NA,NA,"Gates",NA,NA,0.128356154411964,0.0222241968155896,1.162355,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEI","Acc211022",NA,NA,"Gates",NA,NA,0.105594955260241,0.0291826937729509,1.023498,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEJ","Acc211193",NA,NA,"Gates",NA,NA,0.115879435933095,0.0322314780316097,1.03317,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEK","Acc216735",NA,NA,"Gates",NA,NA,0.101417294012353,0.0191691892654392,1.133134,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEL","Acc216736",NA,NA,"Gates",NA,NA,0.0905150046483317,0.0160163811375069,1.038898,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEM","Acc216737",NA,NA,"Gates",NA,NA,0.089469202809381,0.0167017172282934,1.063859,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEN","Acc216739",NA,NA,"Gates",NA,NA,0.094785590934332,0.0171489764600814,1.05179,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEP","Acc216744",NA,NA,"Gates",NA,NA,0.104363136961828,0.0191159461626117,1.098849,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEQ","Acc220000",NA,NA,"Gates",NA,NA,0.125131369964914,0.0220919117299792,1.211793,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUER","Acc220001",NA,NA,"Gates",NA,NA,0.127741451541229,0.0213085450013526,1.178575,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUES","Acc220009",NA,NA,"Gates",NA,NA,0.137042163592159,0.0279318340393612,1.065515,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUET","Acc220010",NA,NA,"Gates",NA,NA,0.117772516678186,0.0277796846775657,1.086729,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEU","Acc220011",NA,NA,"Gates",NA,NA,0.127021344889574,0.0231727517947704,1.205898,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEW","Acc220012",NA,NA,"Gates",NA,NA,0.125921745803849,0.0218046904197343,1.164852,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEX","Acc220013",NA,NA,"Gates",NA,NA,0.123807763580512,0.0244404051277203,1.134848,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEY","Acc220014",NA,NA,"Gates",NA,NA,0.125244482835836,0.0236239565370479,1.181873,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUEZ","Acc220015",NA,NA,"Gates",NA,NA,0.107132031338283,0.02171134718235,1.090527,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFA","Acc220016",NA,NA,"Gates",NA,NA,0.12771078156446,0.0233063394615415,1.203972,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFB","Acc220017",NA,NA,"Gates",NA,NA,0.124473851141077,0.0222867063383659,1.158593,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFC","Acc220018",NA,NA,"Gates",NA,NA,0.127858002999058,0.0230934574340022,1.184907,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFD","Acc220223",NA,NA,"Gates",NA,NA,0.133391854015347,0.021834506745024,1.203605,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFE","Acc220224",NA,NA,"Gates",NA,NA,0.121176468141423,0.0300769533422184,1.271386,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFF","Acc220227",NA,NA,"Gates",NA,NA,0.124577896125558,0.0218864900532901,1.23511,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFG","Acc220236",NA,NA,"Gates",NA,NA,0.135381326115998,0.0280457271403988,1.34649,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFH","Acc220238",NA,NA,"Gates",NA,NA,0.121435388189425,0.0218335504689005,1.175134,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFI","Acc220239",NA,NA,"Gates",NA,NA,0.125105746946348,0.0229999854832889,1.253705,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFJ","Acc220240",NA,NA,"Gates",NA,NA,0.121088368217197,0.0214996707022287,1.200088,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFK","Acc220241",NA,NA,"Gates",NA,NA,0.100411063653374,0.0499975200652002,0.907844,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFL","Acc220242",NA,NA,"Gates",NA,NA,0.125589617131373,0.0224105068828101,1.231753,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFM","Acc220243",NA,NA,"Gates","remove",NA,0.132077953319796,0.023415431942425,1.312293,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFN","Acc220244",NA,NA,"Gates","keep",NA,0.120785079305877,0.0327575632801152,1.165074,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"IUFP","Acc220245",NA,NA,"Gates","remove",NA,0.130312294404046,0.0212691175470411,1.174288,18,NA,NA,NA,NA,NA,NA,NA,NA
